next_O3,next_PM2.5,next_PM10,next_CO,next_SO2,next_NO2
37.3,2.8,7.5,0.2,1.3,4.1
35.6,2.5,6.6,0.2,1.3,10.9
33.9,2.2,6.1,0.2,1.2,7
33,2.1,5.8,0.2,1.7,8.8
33.5,2,5.2,0.2,1.5,9.2
30.7,1.8,5,0.2,1.6,11.1
34.1,2.3,5,0.2,1.4,8.9
38.3,3,5,0.2,1.4,6.7
39.2,3.3,5.8,0.2,1.1,5
38.1,3.5,5.8,0.2,1.4,4.2
35,3,5.8,0.2,1.9,6.1
30.7,2.7,5.8,0.2,1.9,8.9
25.9,2.3,5.2,0.2,2.8,9.5
21.4,2.3,5.2,0.2,2.9,12.5
29.6,2.5,5.2,0.2,2.9,7.8
32.9,2.5,6.2,0.2,3.1,6.6
36.5,2.9,7.2,0.2,1,3.9
35.4,2.9,7.2,0.2,1.4,3.8
33.5,2.6,7.2,0.2,3.3,4.8
32.1,2.2,7.5,0.2,3.5,4.7
31.6,1.6,8.2,0.2,3.4,4.8
28.1,2.1,9.3,0.2,3.6,5.6
20.5,2.6,10.2,0.2,3.7,7.5
20.9,3.2,10.2,0.2,3.3,6
22,3.7,10,0.2,3.2,7.5
25.3,3.3,9.1,0.2,3.3,6.8
27.6,3,8.5,0.2,3.1,6.9
32.1,2.8,9.3,0.3,3,6.5
35.1,2.8,10.1,0.3,2.6,5.7
36.1,3,11.5,0.3,3.2,6.8
39.7,3,14,0.3,3.2,6.8
41.1,2.9,14.6,0.3,3.2,6.2
35.5,3,15.2,0.3,4,9.2
30.2,3.6,16.2,0.3,3.8,11.9
31.4,4,16.1,0.3,4.1,11.4
29.5,4.2,16.1,0.3,4.6,14
27.2,5.2,16.1,0.3,5,13.7
27.4,5.8,16.9,0.3,5.1,13.9
34.1,6.4,18,0.3,4.2,10.9
36.7,6.8,17.9,0.3,0.5,8
39.2,5.9,17.8,0.3,0.5,7
42.6,5.1,17.1,0.3,0.5,4.9
42.2,4.5,16.5,0.3,0.5,3.6
40.7,4.2,16.5,0.3,0.5,3.7
40.9,4,16.4,0.3,0.5,3.6
38.5,4,16.8,0.3,1,5
37.6,4.1,16.7,0.3,1.1,5.7
35.8,4.5,16,0.3,1,6.5
36,5.2,16,0.3,0.5,6.7
36,5.2,15.4,0.3,0.5,6.8
37.6,5.3,15.8,0.3,0.5,10.9
36.3,5.5,16.7,0.3,2,5.9
36,5.7,17.7,0.3,2,6.4
34.3,6.3,19.1,0.3,2,7.4
32.1,7.1,19,0.4,2,8.8
30.2,7.6,18.5,0.4,1.1,10.1
30.7,8,18.5,0.4,1.2,10.9
34.6,7.8,17.9,0.4,1,9.3
38.2,7.6,17.7,0.4,1.3,7.7
39.5,8,18.1,0.4,1.5,6.3
35.7,8.6,17.7,0.4,2,6.9
36.1,9.1,17.3,0.4,2.2,8.8
36.8,9.2,17.3,0.4,2.6,7.2
36.3,8.3,17.2,0.4,2.1,7.9
33,7.8,16.5,0.4,1.7,9.2
30.3,7.9,16,0.4,1.7,9.7
31.5,8.4,15.8,0.4,0.5,8.3
33,8.8,16.2,0.4,1,7.1
30.7,9,16.3,0.3,0.5,6.9
32.3,9.7,16.8,0.3,0.5,7
34.2,10,18,0.3,0.5,6.3
35.3,10.2,18.2,0.3,0.5,6
35.6,10.1,19,0.3,0.5,7.2
37.1,9.8,20,0.3,0.5,6.7
38.1,9,19,0.3,0.5,6.6
39.4,8.8,19.7,0.3,0.5,5.7
38.9,8.2,19.3,0.3,2,6.1
39.7,7.8,18.8,0.3,2,6.1
39.7,7.5,18.8,0.3,0.5,5.8
38.7,8,18.2,0.3,0.5,6.9
36.9,8.7,18.7,0.3,1.2,7.5
30.5,9.3,19,0.4,3,12.9
29,10,19.4,0.4,2.6,13.6
27.1,9.9,20.2,0.4,2.6,13.8
27.5,10.3,20.3,0.4,3.2,13.8
32.7,10.9,20.8,0.4,3.3,11.8
34,10.8,20.5,0.4,3.1,10.6
32.2,11.2,20,0.4,1.1,9.5
36,11.2,19.8,0.4,1.3,7.2
38,10.8,19.8,0.4,1.6,6.7
36.7,12,19.8,0.4,2,7.3
34.9,12.7,20.7,0.4,2.5,8.1
33.2,14,22,0.4,2.4,9.4
28.7,15.7,22.1,0.3,2.8,11.4
24.6,16.2,23.3,0.3,3.3,17.5
28.7,17.6,24.7,0.4,3.9,18.2
43.7,19.3,26.5,0.4,2.9,8.3
49.4,21.8,28.9,0.4,0,6.5
54.1,23.6,31.5,0.4,2,6.2
52,22.4,32.9,0.4,2.1,6.1
58.1,20.7,34,0.4,2.1,6.1
59.1,21.5,35.2,0.4,2,6.4
56.9,22.1,35.8,0.4,1.9,6.1
55.3,24.8,36.4,0.4,2,8
51.1,27,37.2,0.4,1.8,10.7
47.4,27.5,38.1,0.4,2.2,14.1
39.4,29.1,39.3,0.4,3.5,18.1
38.8,30,41.3,0.5,3.7,14.6
40.1,31.2,42.7,0.5,5.2,11.8
37.4,30.1,41.9,0.5,5.8,10.6
37.2,29.3,40.6,0.5,6,9.1
38.9,29.2,38.6,0.5,2.4,8
38.3,28.9,37,0.5,1.7,7
39.7,29,36.2,0.5,1.8,6
40.1,29.7,36.2,0.4,2.5,5.2
38.5,30.4,36.2,0.4,3.4,7
38.6,30.8,35.9,0.4,4.1,6.8
33.3,30.6,36.5,0.4,4.3,10.9
36.4,30.1,36.7,0.4,4.3,10.4
38,29.8,36.5,0.4,3.2,12.3
44.5,29.7,37.8,0.4,2,9.1
48.3,30.6,38.5,0.4,2,7.8
49.6,30.9,38.9,0.4,2,10.9
52.1,31.8,40,0.4,2,9.5
53.7,32.3,41.1,0.4,2,8
53.8,32.8,42.8,0.4,2.3,7.2
51.9,32.6,43.8,0.4,2.1,7.6
49.2,32.1,44.5,0.4,2.5,10.3
44.2,32,45.3,0.4,3.2,13
41.4,31.8,45.1,0.4,3.7,13.6
37.5,31.3,45,0.4,4,16.5
35.2,31.4,45.5,0.5,4.2,17.8
33,31.8,44.9,0.5,4.3,18
29.5,31.9,44.4,0.5,5.3,20.4
39.2,33.2,45.4,0.5,4,13
38.9,32.5,45.3,0.5,1.4,11.3
33.3,33.4,46,0.5,2.5,15.6
35.7,41.5,55.8,0.5,3.9,12.6
37,41.1,54.6,0.5,3.1,9.1
36.3,41.5,53.8,0.5,3.2,8.2
33.2,39.8,51.3,0.4,3.6,7.6
24.4,33,42.3,0.4,3.9,17.8
27.9,32.4,41.7,0.4,3.9,14.6
26.9,30.7,39.5,0.4,4,18.3
43.2,28.4,38.4,0.4,2.4,10.7
49.8,26.1,35.8,0.4,0.5,8
51.9,23.5,33.8,0.4,2,9.4
57.8,21.9,33.1,0.4,2,8
54.5,21.8,32,0.4,2,8.2
55.4,19.7,30.7,0.4,2,7.6
52.8,19.9,31.4,0.4,2,8.8
47.1,19.7,31.4,0.3,2,11.6
39.5,18.9,31.8,0.3,2,15.7
36.3,17.5,30.8,0.3,0,16.2
36.2,16.4,29.7,0.3,0.5,15.2
32.6,15.8,29,0.3,1.5,16.9
31.1,15.2,27.5,0.4,0.5,17
26.7,15.5,26.8,0.4,0.5,18.9
24.6,15.4,25.7,0.4,0.5,19.1
21.1,15.6,25.3,0.4,2.3,19.6
23.6,16.5,25.9,0.4,3,19.4
23.5,16.8,25.4,0.4,2.8,17.4
31.6,16.4,25.2,0.4,1.4,7.3
30.6,15.3,24.2,0.4,1.1,4.8
30.3,13.8,22.2,0.3,1.1,5.4
27.5,12.5,21,0.3,0.5,6
21.4,11.2,19.8,0.3,1.6,10.7
18.4,11.2,19.2,0.3,2.4,20
31.7,12.2,20.5,0.3,1.8,10
40.8,12.7,20.4,0.3,2.6,12.5
50.8,13.7,21.5,0.3,0.5,9.7
57.5,14.3,22.1,0.3,0.5,6.2
59.7,13.2,20.4,0.3,0,5.2
59.3,11.8,20.5,0.3,0,5.1
54.2,11.7,19.8,0.3,0,6
46.8,10.9,20,0.3,0,9.1
42.2,11.3,21,0.3,0,10.6
40.4,11.8,22.3,0.3,2,10.8
36.4,11.5,23.8,0.3,0.5,13.2
26.5,12.2,24.5,0.3,1.3,20.5
14.3,12.8,25,0.3,0.5,28.2
5.6,14.3,27.4,0.4,0.5,31.5
3.7,16.8,28.7,0.4,0.5,33.6
9,17.9,30.5,0.5,2.4,30.4
21.1,19.1,31.8,0.5,1.3,14.1
17.4,19.2,31.4,0.5,1.6,11.7
19.7,18.2,30,0.5,2.6,10.2
17.5,18.5,29,0.5,2.5,10.6
18.5,17.8,28.9,0.5,2.4,10.2
19.4,18.2,28,0.5,2.7,12
12.1,19.9,28.9,0.4,3.1,19.5
9.6,20,29.1,0.4,5.3,28.7
23.7,21.8,30.5,0.4,3.8,20.4
35.5,22.2,31.5,0.4,3.3,16.2
45,21.5,31.9,0.4,1.8,9
46.4,20,31.6,0.4,1,5.8
32.4,17.2,30.1,0.4,1,5.8
40.4,15.9,28.8,0.4,0.5,10.9
41.4,14.1,26.6,0.4,1.2,10.9
41.4,13.2,25.3,0.4,0.5,8.6
38.8,12.8,24.6,0.3,0.5,9.9
35.1,12.6,24.2,0.3,0.5,13.2
38.7,12.5,24.7,0.3,0.5,10.4
38.3,11.8,24.7,0.3,0.5,10.7
39.4,11.2,22.9,0.3,0.5,10.4
41.2,10.1,22.1,0.3,0.5,8
41.9,9.3,20.7,0.3,0.5,7.5
44,9.7,19.6,0.3,0.5,5.1
44.7,9.5,19.3,0.3,1.2,4.1
45.9,9.3,17.3,0.3,1.1,3.2
45.4,9.2,17,0.3,1.4,4.5
46.9,8.8,16.3,0.3,1.2,3.8
46.2,9,16.1,0.3,1.4,4.3
44,8.9,16.2,0.2,1.3,5.8
38.9,9.3,15.9,0.3,1.6,9.8
35.1,9.5,16.5,0.3,2,14.2
37.4,9.6,16.8,0.3,2.3,12.6
31.1,9.7,17.6,0.3,1.9,18.4
34,10.1,17.7,0.3,2.6,16.8
44.8,10.5,17.2,0.4,1.8,7.9
46.8,10.8,18,0.4,1.7,6.9
47.1,10.5,19.2,0.4,1.5,7.4
44.2,10.5,19.2,0.4,1.7,8
40.2,10.5,19.3,0.4,1.8,11.5
38,10.6,19.4,0.4,1.7,12.1
30.9,11,20,0.4,2.2,17.6
31.5,12,22,0.4,1.9,16.3
33.7,11.8,22.7,0.4,2.1,14.2
44.9,12.8,23.2,0.4,1.6,6.6
41.8,12.5,22.4,0.4,1.9,8
42.1,10.9,20.9,0.4,2.4,8
43.6,10.8,20.5,0.4,1.5,7
43.5,10,19,0.4,3.9,8.1
45.9,9.9,17.5,0.4,3.5,6.1
42.9,9.5,16.6,0.3,2.9,6.7
45,9.1,16.3,0.3,2.8,5
41.8,8,15.7,0.3,3.1,5.7
39.7,7.7,14,0.3,3.7,8.3
41.9,7.7,13.2,0.3,2.6,8
39.9,7.8,12.2,0.3,2.8,10.2
32.4,9.2,12.5,0.3,2,10.9
32.4,10.2,14.8,0.3,2,10.9
35.3,10.4,16.8,0.3,1.8,10.9
39.9,10.2,19.1,0.3,1.7,8.6
42.2,9.4,19.7,0.3,1.5,7
42.4,10.1,20.3,0.3,1.5,6.8
43,10.6,20.9,0.3,1.5,10.9
42.7,12.1,21.3,0.3,1.6,8.3
37.7,12.3,23.1,0.3,1.9,11.8
37.3,12.4,25,0.3,2.1,12.9
36.1,13,26.1,0.3,2.8,12.8
35.5,13.3,27.1,0.3,3.6,12.8
33.2,14.4,26.9,0.3,3.6,14.1
39.5,15.1,26.1,0.3,3.5,10.7
45.6,15.8,25.4,0.3,3.1,6.4
47.1,16.4,24.8,0.3,2.2,5.3
48,16.2,25.3,0.3,1.8,2.3
46.6,15.6,25,0.3,1.7,2.6
45.4,15.2,24.8,0.3,1.5,3
46.2,14.8,24.5,0.3,0.5,2.4
44.6,14.3,22.4,0.3,1,3
40.1,13.5,21.4,0.2,1.5,5.3
33.3,13.8,19.8,0.2,0.5,10.9
32.3,12.5,17.8,0.3,0.5,13.1
36,11.4,17,0.3,0.5,11
42.3,10.8,16.4,0.3,0.5,9.1
53.5,9.6,16,0.3,0.5,7.9
54.4,10,16.7,0.3,2.8,14.6
67.9,11,18.1,0.3,1,7.6
67.6,11.5,18.9,0.4,0.5,6.7
59.5,11.8,20,0.4,0.5,6.2
49.1,11.2,21.9,0.4,0.5,6.7
38.7,11.4,23.8,0.3,0.5,9.8
34.5,11.9,27.5,0.3,0.5,11.5
37.5,12.2,30.7,0.3,0.5,7.2
39.3,13.3,31.8,0.3,0.5,4.5
38.8,13,31.5,0.3,0.5,4.1
35.8,12.2,30.1,0.3,0.5,5.7
32.1,11.5,29.2,0.3,1.5,7.7
38.3,11,29.5,0.3,1.3,4.4
40.6,10.6,29.2,0.2,0.5,3
39.8,10.1,27.5,0.2,0.5,3.1
39.8,8.8,24.5,0.2,0.5,3
39.6,7.2,20.3,0.2,1.1,3
36.4,6,16.5,0.2,1.9,4.5
28,5,13.7,0.2,3,12.2
24.6,4.3,12.5,0.2,2.7,15
19.4,4.2,11.4,0.2,2.8,17.6
33.2,4.1,11.3,0.2,2.8,14.6
35.6,3.7,11.9,0.2,2.3,12.6
38.7,4.2,11.6,0.3,2.8,11.1
40.3,4.6,13.1,0.3,1.7,8.8
40.8,4.7,14.2,0.3,1.4,8.5
39.9,4.7,12.7,0.3,2.2,10.5
37.7,4.5,13.5,0.3,2,12.7
37.9,4.3,14.5,0.3,1.4,10.9
38.8,4.2,16,0.3,1.7,10.9
36.7,4.9,18.5,0.3,1.9,10.9
39.5,5.5,19,0.3,2,10.9
41.4,5.9,19.8,0.3,1.7,10.9
41.3,6.8,18.7,0.3,1.5,10.9
41.7,7.3,18.2,0.3,1.9,10.9
41.8,7.2,18,0.3,2.3,10.9
41.5,7,17.1,0.3,2.3,10.9
39,6.8,17.8,0.3,2,10.9
40.9,6.4,19,0.3,1.4,10.9
42.9,6.8,19.2,0.3,1.3,10.9
43.4,7.4,20.3,0.3,1.5,10.9
42,7.3,19.6,0.3,1.5,10.9
38,7.4,19.6,0.3,2.5,10.9
37.4,7.1,19.9,0.3,2.6,10.9
35.1,7.4,17.8,0.3,2.5,10.9
38.8,7.6,18.8,0.3,2,10.9
40.4,8,20.1,0.3,1.4,7.5
41.6,8.5,21,0.3,1.5,7.6
43.2,8.6,23.4,0.3,1.4,7.3
44.7,9,24.7,0.3,1.5,7
42.9,9.7,25.8,0.3,1.6,8.2
42.7,10.9,27.9,0.3,1.9,9
43.5,12.6,28.8,0.3,1.8,9.2
41.7,13.1,30.2,0.3,2.1,10
39.9,14.2,30.7,0.3,2.5,9.9
40.4,14.8,29.6,0.4,2.8,9.6
39.4,14,30,0.4,3.3,9.4
35.8,14.2,29,0.4,3.4,11.3
36.7,13.8,28.2,0.4,3.7,11.4
37.3,13.8,27.9,0.4,3.1,10.6
42.5,14.8,28.2,0.4,2.3,8.2
45.8,15,27.5,0.4,1,3.8
46.8,15.6,27.1,0.4,1.1,3
45.2,14.9,26.6,0.4,1.2,3.8
43.9,13.6,24.8,0.4,1.2,4.2
43.8,13,23,0.3,1.2,4.1
44.7,11.8,21.2,0.3,1.2,4.6
43.1,11.9,20.5,0.3,1.3,5.5
43.8,12,20.4,0.3,1.3,6.2
42.7,12.2,22,0.3,1.7,8.7
43.7,12.5,23.5,0.3,1.7,6.9
45.2,13.8,25.4,0.3,1,6.3
45.9,14.5,25.4,0.3,0.5,5.9
45.6,13.9,25.4,0.3,0,5.5
43.1,14.4,24.5,0.3,0,6.4
41.2,13.5,23.7,0.3,0,7.2
39,13,24,0.3,0,8.5
35,14.6,25.1,0.3,0,11.5
35.8,15.4,27.5,0.3,0,12.3
33.2,16.2,29.8,0.3,0.5,13.1
30.9,17.6,31.9,0.3,1.5,15.3
32,18.5,32.7,0.3,1.5,15.9
35.9,19.7,34,0.4,1.8,13.1
37.1,20.5,34.3,0.4,1.8,10.8
36.5,21.3,34,0.4,1.4,10.6
40.5,22.6,33.9,0.4,1.1,9.5
43.3,22.2,34,0.4,1,7.8
44.1,22.5,33.9,0.4,1.2,6.8
44.6,22.7,34.2,0.3,1,6.2
41.2,22.5,34.4,0.3,1.8,7.3
38.6,22.9,34,0.3,1.4,9.2
30.3,22.8,34.2,0.3,1.1,17
31.9,22.5,33.8,0.3,1,17.5
33.9,22.2,34.4,0.3,0.5,14.8
37.5,21.7,34.6,0.3,2,12.5
41.6,20,33.5,0.3,0.5,13.1
39.5,20,32.4,0.3,1.5,11.2
38.3,20.2,32.3,0.3,1.2,6.4
41.3,20.6,32.3,0.3,1.3,2.2
33.5,21.7,33.6,0.4,1.4,13.6
25,20.8,35,0.4,1.3,17.3
17.2,20.1,35.1,0.4,1.5,10.9
11.3,20.3,36.6,0.4,1.5,32.6
7.3,21.3,37.4,0.4,1.8,35.2
3.3,22.5,38.7,0.5,2,35
2.2,24.7,40.6,0.5,2.4,35.3
2,26.7,40.8,0.6,2.5,32.2
2,28.2,41.3,0.7,2.3,28.9
2,28.8,41.9,0.8,1.8,27.7
18,29.2,41.4,0.8,1.6,11.1
24.2,29,41.7,0.8,1.2,9.5
21.6,28.5,41.8,0.7,1,10.1
18.2,29.5,43.2,0.7,1,11.9
17,29.5,44.5,0.6,0.5,13.9
18.1,29.5,47.5,0.5,0.5,13.7
16.2,30.8,52.1,0.5,0.5,19.6
26.5,32,56,0.4,0.5,15.3
34.4,32.1,58.2,0.4,0.5,13
32.7,32,58.1,0.4,1.4,18.2
43.1,32.2,58.1,0.4,1,10
45,31.5,55.7,0.4,1.9,15.9
50.9,32,56.3,0.4,1.2,13.2
55,32.8,56.7,0.4,0.5,10.4
56.8,33,56.2,0.4,0.5,10.4
56.2,34,57.4,0.4,0.5,12.2
52.9,33.7,56.7,0.4,0.5,11.6
43.9,33.5,56,0.4,1.4,17.2
45.4,33.8,56.8,0.4,1.3,15.6
45.4,34.1,58,0.4,1.6,13.4
30.4,34.5,59.4,0.4,2.6,23
18.8,36.2,62.4,0.5,1.9,27.6
8.2,38.1,64.9,0.5,1.4,29.9
2.7,40.6,68.5,0.5,1.8,31.1
1.6,42.5,70.8,0.6,1.7,30.2
3.6,43.3,72.1,0.6,1.6,20.8
6.3,42.4,69.6,0.6,1.4,14.4
8.7,38.7,62.1,0.6,1.2,12.2
4.4,34.2,54.2,0.6,1,14.9
2.1,30.3,46,0.6,1.1,18.6
3.8,27,40.6,0.6,2,21.8
6.2,25,38.7,0.6,2.3,25.6
18.3,24.9,39.5,0.6,2.3,28.9
36.9,24.9,41.7,0.6,3.4,22.1
54.6,25,41.5,0.6,2.6,15.8
63.5,25.6,41.1,0.6,2.1,11.8
66.9,26.2,39.3,0.6,3,12.2
75.8,25.1,35.6,0.6,2.2,11.1
74,24.1,34.5,0.6,1.7,11.7
71.3,24.1,34.3,0.6,1.8,12.9
65.4,25,37.6,0.5,2.2,15.7
43.3,27,40.2,0.5,3.9,32.5
25,30.8,43.6,0.5,4.2,47.3
4,35,48.8,0.6,4.3,60.3
5.4,38.4,51.4,0.8,3.9,52.6
3.4,41,54.3,0.9,3.4,50.4
10,42.2,56.3,1,2.8,35
8.9,42.1,55.6,1.1,1.9,33.1
13.9,42.2,54.6,1.1,2.4,24.8
5.7,41.2,51.7,1.1,2.9,32
8.2,40.4,50.1,1.1,2.5,29.8
8.9,40,49.2,1,1.9,25.7
14.8,38.3,47.7,0.8,0.5,19.3
20.1,38,47.2,0.7,0.5,16.4
19.8,36.5,45.5,0.5,0.5,22
16.3,34.5,43.5,0.5,1.6,29.3
27.5,33.1,42.6,0.5,2.7,24.6
50.2,31.5,42.3,0.5,3,27.8
69.7,32,43.5,0.5,2.3,16.9
73.2,31.5,44.3,0.5,1.9,12.1
76,29.6,43.6,0.5,1.7,10.6
53.5,28.4,42.8,0.5,1.1,12.4
44.7,24.9,39.6,0.5,1,16.3
43.2,23.2,37.2,0.5,0.5,10.7
34.7,21.5,34.8,0.4,0.5,12.1
32.2,20,32.9,0.4,0,11.8
24.7,20.1,32.8,0.4,0,15.7
15.7,20.5,33.7,0.4,0.5,21.2
18.4,21.3,34.9,0.4,0.5,17
23.8,21.4,34.5,0.4,0.5,13.3
23.9,22.2,35,0.4,0.5,11.7
13.7,23,35.5,0.4,1.2,17.3
9.3,24.2,36.9,0.4,2.4,18.5
3.9,26.1,39.4,0.4,2.4,20.7
2.2,26.8,39.4,0.4,2.4,20.4
7,25.7,38.2,0.4,2.1,13.5
6.1,23.9,37.2,0.4,2.1,11.3
2.2,21.8,34.5,0.4,3.1,17.3
3.9,21.9,34.8,0.4,2.8,14.2
6.4,20.5,33.1,0.4,2.6,15.1
10,19.8,31.2,0.4,2,10.9
19.8,19.5,31.5,0.5,2.9,19.3
33.7,17.2,29.5,0.5,5.2,29.9
34.2,16.4,33.6,0.5,4.6,10.9
39.5,17.6,34.8,0.5,3.3,11.5
39.5,17.9,34.5,0.5,2.5,10.9
40.6,17.4,32.8,0.5,2.3,10.9
38.9,16.3,27.3,0.5,2.4,10.9
27.9,14.2,24.2,0.4,2.9,10.9
21.6,14.2,23.3,0.4,2.9,20
16.2,15.2,23.4,0.4,3,22.4
8.7,18.3,26.5,0.4,3.1,26.5
11.9,22,29.6,0.4,3.7,21.2
20.5,24.6,32.9,0.4,4,14.5
26.4,25.3,34.5,0.4,3.5,12.4
28.7,23.8,31.6,0.4,2.5,10.9
25.1,21,28.3,0.4,2,12.4
19.5,18.8,25.7,0.4,1.4,12
13.7,18.6,24.8,0.4,1.5,12.9
12.7,20.2,26.2,0.4,1.5,13.2
12.6,22.2,27.2,0.3,1.2,12
9.6,22.7,27.4,0.3,1.3,12.6
4.8,21.8,26.5,0.3,1.5,17.5
5.2,19.7,25,0.3,2.1,18.7
17.4,18.9,25.2,0.4,2.9,15.8
28.6,18.2,24.7,0.4,4,15.2
42.8,17.5,25,0.4,4,15.8
51.7,17.8,26.3,0.4,3.6,13.5
55,18,27.8,0.4,2.2,7.2
54.9,17.4,28.2,0.4,1.8,9.1
51.4,17.6,28,0.4,1.7,7.4
48.2,17,27.6,0.4,1.8,8.8
36.3,15.1,26.7,0.3,1.8,13.8
27.2,14.8,26.5,0.3,2.1,17.5
22.8,15,27.4,0.3,2.2,17.8
9.3,16.5,27.9,0.3,2.5,26.8
1.8,18.9,28.3,0.4,2.6,34.9
3.1,20.3,29.8,0.4,2.8,27.5
6.9,22.2,31.8,0.5,3.3,21.6
27.3,22.3,32.4,0.5,1.2,9.6
27.8,22.2,33.9,0.5,1.6,10.9
27,21.1,32.2,0.5,1.5,5.7
25,18.1,28,0.4,1.4,5.5
15.2,15.2,23.4,0.4,1.6,7.6
16.5,11.9,18.2,0.4,1.5,6.8
21.4,10.6,15.3,0.4,1.5,10.9
23.3,9.1,13.4,0.3,2.5,5.6
25,8,12.3,0.3,3.1,6.9
26.8,7.4,11.3,0.3,3,6.2
27.7,6.2,11,0.4,3.1,5.8
28,5.2,10.3,0.4,3.2,6.4
31.7,4.3,9.1,0.4,3.1,5.8
32.8,3,7.7,0.4,3.2,6
34.2,2.3,6.3,0.4,3.2,6.5
34.7,2,5.4,0.4,3.6,6.2
32.6,2,5.4,0.4,4,6.5
30,2.2,5.4,0.4,4.3,7.8
30.9,2.2,5.4,0.4,4.5,7.2
29.1,3.2,7.4,0.4,4.6,7.1
30.2,4.2,9.2,0.4,4.6,7.1
32.2,5.5,11.8,0.4,4.6,7.3
35.7,6.7,15,0.3,4.8,6.1
36.7,8.2,16.7,0.3,4.3,4.6
36.8,8.7,19.3,0.3,3.2,4.1
34.8,9,21.2,0.3,2,5.3
36.4,10.4,23.3,0.3,2,4.3
37.7,11.1,25,0.3,1.7,3.7
40.2,12.4,27.3,0.3,1.9,2.7
41,13.2,28.8,0.2,2,2.9
39.4,13.6,29.8,0.2,2,4.7
37.7,13.7,31.3,0.2,2.1,6.9
37.3,14.1,32,0.2,2,8.2
40.1,14.4,34,0.2,1.7,7.2
41.9,15.1,35,0.2,1,6.3
44.2,15.1,37,0.2,0.5,5.6
47.1,16.2,38.5,0.2,0.5,5
48.7,16.2,39.3,0.3,0.5,4.8
47.1,16.5,40.5,0.3,0.5,6.2
46.1,15.9,39.9,0.3,0.5,6.6
46.1,15.1,38,0.3,0.5,6.8
41,14.8,37,0.2,1,10.3
39.6,14,36.1,0.2,0.5,10.2
40.7,14.7,35.2,0.2,1.2,10.9
43.6,14.5,34.4,0.2,2.1,10.9
45.2,13.8,33,0.2,2.4,10.9
45.7,12.8,30.2,0.2,2.5,10.9
46.9,11.4,27.7,0.2,2.8,10.9
46.2,10.2,25.8,0.2,2.8,10.9
42.8,10.2,23.7,0.2,0.5,10.9
43.1,9.9,23.2,0.2,0.5,10.9
41.8,10.1,22.4,0.2,0.5,10.9
41.9,10,21.8,0.2,0.5,10.9
42.1,10.4,21.5,0.2,0.5,10.9
40.2,11.2,21.1,0.2,0.5,10.9
37.1,11.3,21.1,0.2,2,10.9
37.9,11.1,21.3,0.2,2,10.9
40.1,10.8,22.5,0.2,2,10.9
32.4,9.9,24.5,0.2,2,10.9
32.4,10.5,25.8,0.3,2,10.9
43.5,10.3,26.5,0.3,2,10.9
45.1,10.7,27,0.3,1.8,8.3
47.7,11.1,27.1,0.3,1.7,8.7
45.6,11.6,28.1,0.3,1.7,9.6
43.5,12.1,29.2,0.3,1.6,8.3
39.6,12.2,30.9,0.3,1.7,10.4
38.2,12.2,31.1,0.3,2.1,12.3
37.7,11.7,31.2,0.3,2.6,12.2
38.1,12.3,31.1,0.3,3.5,11.8
37.1,12.4,29.2,0.3,3.9,11.6
35.2,12.2,28.5,0.3,3.6,10.9
35.2,11.8,27.5,0.3,3.4,10.9
31.2,11.5,25.9,0.3,2.3,11.7
29.4,11.2,25.2,0.3,1.9,12.4
28.6,11.7,24,0.3,1.9,10.1
30.2,11.8,22.3,0.3,1.3,7.3
28,11.3,21.3,0.3,1.3,7.2
22.9,10.9,20.3,0.3,1.1,8.5
12.9,10.1,19.5,0.3,1.5,17.9
7.8,10.1,18.8,0.3,2.3,22.9
15.1,10.8,19.2,0.3,2.4,22.5
24.3,11.7,20.5,0.3,2.3,16.4
34.2,12.4,22,0.4,0.5,14.5
48.9,12.8,23.3,0.4,0.5,11.8
53.1,12.6,25.3,0.4,0,7.4
56.1,12.3,26.2,0.4,0,6.8
50.4,11.8,27.8,0.4,0,6.8
50.5,11.5,29.2,0.4,0,7.2
50.7,11.2,29.5,0.3,0,6.4
45.7,10.7,29.6,0.3,0,9.1
42.5,10.4,29.2,0.3,0,10
30.7,10.4,29.2,0.3,0.5,18.8
23.5,10.9,30.4,0.3,1.6,24.4
4.9,11.4,31.2,0.3,1.3,37.3
2.6,13,32.2,0.4,1.3,32.9
3.4,14,34.2,0.5,1.2,30.7
15.8,14.7,33.8,0.6,1.8,17.4
12.4,15.4,34,0.6,1.7,19.2
9.6,15.6,33,0.6,2,16.3
6.8,17.2,33,0.6,2.5,15.7
12.8,18.2,33.2,0.6,2.5,10.9
10.2,19,32.5,0.6,2,13
8.2,20,31.8,0.5,2,16.3
7.6,19.5,30.8,0.4,2.4,20.9
6.5,19.7,30.8,0.4,2.5,25.3
16.4,20.5,32.9,0.4,2.6,21.7
29.7,20.4,34,0.4,3.4,22.1
41.3,20.3,34.4,0.4,2.1,12.5
47,18.8,33.9,0.4,1.3,8.2
47.2,16.9,31.9,0.4,1,6.7
45.1,15,30.5,0.4,1.1,7.3
42.1,12.7,29.8,0.4,1.2,9.6
37.6,11.5,28,0.4,0.5,12.1
35.3,10.6,26.5,0.3,1.2,13.6
30.8,10.6,25,0.3,1.3,16.5
24.8,10.7,23.1,0.3,1.9,19.5
21.2,10.6,22,0.3,1.8,22.5
21.7,10.5,20.8,0.3,1.3,20.7
15.3,9.9,19.6,0.3,1.3,24.9
18.8,9.6,18.7,0.4,1.3,17.2
